1.768904473809564504e+00,2.819200836538482413e-02
1.818099683885602946e+00,1.772651942336211706e+00
1.789120889502510803e+00,2.280568713561417216e-01
1.789023770889994758e+00,1.900736803029799749e+00
7.718317721441270152e-03,4.136130540418321289e-01
1.602640129423329451e+00,5.780413133019912664e-02
1.910739530555112475e+00,1.340915322911898855e+00
1.717378662408697299e-01,1.837846864021104754e+00
1.789023770889994758e+00,1.900736803029799749e+00
1.891892574831429030e+00,9.255637765686877128e-01
1.772823698485731514e+00,1.850464833358561600e+00
1.358817491863271387e+00,2.017757014024956774e-03
1.953586715667264606e+00,1.813212486233683363e+00
3.817653335164481465e-01,1.993760976376750538e+00
2.891349423258327000e-02,1.250485197560421646e+00
2.694040572527405253e-01,1.532489100080813849e-02
8.394732199561074637e-01,9.079054932327901284e-02
1.851408784056032042e+00,9.649983521126404007e-02
1.802247900340736786e+00,1.944800119424491269e+00
1.036534178080148472e-01,1.172928161478056008e+00
5.626713601651434082e-02,7.968802368202054787e-01
1.910739530555112475e+00,1.340915322911898855e+00
1.878187030704867588e+00,8.784074958835643709e-01
1.771236268858038532e+00,1.502697302251772893e+00
1.840085580236363594e+00,1.044700692109150619e+00
1.467818933875852938e-01,1.773578690849535455e-01
1.302497326433864844e+00,1.985239618562837371e+00
1.036534178080148472e-01,1.172928161478056008e+00
1.267601716387919630e+00,1.907079945658922249e+00
1.431810816584756285e+00,1.745300689201378930e-01
